ProlificID,StartDate,EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ID,Age.x,Gender.x,Education,Race,Study.About,Speaker.from,From.South,From.Midwest,Kind,Friendly,Intelligent,Wealthy,Professional,Attractive,Would.Be.Friends,Happy,Relatable,Educated,I.Lived.in.South,I.Familiar.South.Speech,I.Friends.South,I.Would.Live.South,I.Like.Southerners.Talk,I.have.Southern.accent,Parents.have.accent,Colleagues.have.accent,I.imitate.accent,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q11_13,Q11_14,Q11_15,Q11_16,Q11_17,Q11_18,Q11_19,Q11_39,Q11_40,Q11_41,Q11_20,Q11_21,Q11_22,Q11_23,Q11_24,Q11_25,Q11_26,Q11_27,Q11_28,Q11_29,Q11_30,Q11_31,Q11_32,Q11_33,Q11_34,Q11_35,Q11_36,Q11_37,Q11_38,Q11_42,Q11_43,Q11_44,Q12_51,Q12_52,Q12_53,Q12_54,Q12_55,Q12_56,Q12_57,Q12_58,Q12_59,Q12_60,Q12_61,Q12_62,Q12_63,Q12_64,Q12_65,Q12_66,Q12_67,Q12_68,Q12_69,Q12_70,Q12_71,Q12_72,Q12_73,Q12_74,Q12_75,Q12_76,Q12_77,Q12_78,Q12_79,Q12_80,Q12_81,Q12_82,Q12_83,Q12_84,Q12_85,Q12_86,Q12_87,Q12_88,Q12_89,Q12_90,Q12_91,Q12_92,Q12_93,Q12_94,Q12_95,Q12_96,Q12_97,Q12_98,Q12_99,Q12_100,Q13.1_1,Q13.1_2,Q13.1_3,Q13.1_4,Q13.1_5,Q13.1_6,Q13.1_7,Q13.1_8,Q13.1_9,Q13.1_10,Q13.1_11,Q13.1_12,Q13.1_13,Q13.1_14,Q13.1_15,Q13.1_16,Q13.1_17,Q13.1_18,Q13.1_19,Q13.1_20,Q13.1_21,Q13.1_22,Q13.1_23,Q13.1_24,Q13.1_25,Q13.1_26,Q13.1_27,Q13.1_28,Q13.1_29,Q13.1_30,Q13.1_31,Q13.1_32,Q13.1_33,Q7,Time,IbexID,Age.y,Gender.y,Dialect,Test,Notes
558ed072fdf99b3a6486371d,43634.85208,43634.85972,IP Address,173.18.14.27,100,672,TRUE,43634.85972,R_1DSZIRvC9TLb7zk,NA,NA,NA,NA,39.00700378,-87.74839783,anonymous,EN,558ed072fdf99b3a6486371d,52,Female,Graduate/advanced degree,,accent? not sure.,"Hm. Kentucky? I'm not good with placing Southern US accents, there are so many, and I've never lived further south than where I currently am",100,1,50,50,50,50,67,50,50,22,51,66,0,51,0,0,51,0,0,0,0,5,2,5,1,5,1,5,2,5,5,3,1,5,2,4,3,5,4,1,5,2,4,1,5,5,4,2,5,2,5,1,5,4,5,1,4,1,5,1,4,1,4,1,4,4,2,4,4,1,1,1,4,1,3,3,2,2,4,4,2,3,1,1,1,1,1,1,2,4,1,4,4,2,2,4,2,1,4,1,4,3,3,1,4,1,1,2,3,1,1,4,3,3,4,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,I'm pretty sure I missed recording a couple of words. It's easy to get confused and hit the wrong button. It would be nice if there were a back button to back up and re-do a recording that you missed.,NA,NA,NA,NA,NA,NA,NA
5591827dfdf99b4fccbdfb21,43653.45069,43653.45694,IP Address,98.216.85.147,100,565,TRUE,43653.45694,R_Xh2Raj6PwfCWd45,NA,NA,NA,NA,42.25390625,-71.45829773,anonymous,EN,5591827dfdf99b4fccbdfb21,50,Female,Bachelor's degree,,I think you wanted to see how much quicker we could process the clue and give a response if written,United States,20,40,80,90,100,50,70,55,75,70,100,90,0,30,0,85,75,0,0,0,0,2,1,5,4,2,4,5,4,4,4,2,1,5,3,2,2,5,4,2,4,4,5,4,4,2,4,4,5,2,5,4,5,4,3,2,2,1,4,2,4,2,5,4,2,2,1,1,1,2,2,1,4,1,2,2,2,3,2,3,2,3,1,1,1,1,2,2,3,3,1,2,2,2,2,3,2,2,3,1,2,2,3,1,3,1,1,1,3,2,3,3,3,1,4,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,1562510937,3d80932c3be8e2831f956ea2b1f55056,50,F,Non-Southern,M2,ProblematicFiles
55e7b91341988f000575d6b5,43656.65486,43656.67569,IP Address,71.176.77.11,100,1808,TRUE,43656.67569,R_3haNx5qz3RkULsf,NA,NA,NA,NA,43.1098938,-76.18699646,anonymous,EN,55e7b91341988f000575d6b5,33,Female,Bachelor's degree,,To see how you guess or pronounce words,"The south, maybe in South Carolina",100,1,49,39,37,1,1,1,50,68,1,1,1,8,1,1,1,1,1,1,1,4,1,4,1,4,4,3,1,3,5,4,1,4,1,3,3,3,1,1,5,1,1,2,5,4,5,1,5,1,5,1,4,4,4,1,5,1,5,1,5,1,5,1,5,1,1,4,1,4,1,1,4,1,4,4,3,1,4,2,4,3,2,1,1,1,1,1,1,1,1,4,4,4,1,4,4,1,4,1,4,4,3,1,1,1,1,1,4,1,1,3,4,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,n/a,1562787783,f45ddaf65e97a4ca69d46fc63156cf5a,33,F,Non-Southern,S3,
5621cf44ed6e5a000bc7efd1,43634.85694,43634.86597,IP Address,136.168.105.22,100,768,TRUE,43634.86597,R_vu8MW8Lx4Y2adGN,NA,NA,NA,NA,35.29760742,-119.0484009,anonymous,EN,5621cf44ed6e5a000bc7efd1,31,Male,Graduate/advanced degree,,"I'm not sure, but I think it might be about how people perceive accents and how it informs understanding of words.",The Southern United States.,83,50,88,89,93,70,86,75,87,87,70,89,0,78,76,0,76,0,0,0,16,5,1,5,1,4,1,4,5,5,4,4,1,4,1,4,4,5,5,1,4,1,5,3,5,4,4,1,4,2,4,1,4,4,4,3,5,2,4,1,4,1,4,3,5,3,1,3,3,1,3,1,4,2,3,4,2,2,4,4,2,3,2,1,1,1,1,3,3,3,1,4,2,1,1,3,3,1,3,1,4,3,4,1,3,3,1,2,4,1,1,4,4,4,4,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Not at this time.,NA,NA,NA,NA,NA,NA,NA
565a3d24c51d430005875042,43642.70347,43642.71042,IP Address,73.26.209.233,100,605,TRUE,43642.71042,R_11dSN7PMYYMuGXV,NA,NA,NA,NA,35.08129883,-106.6212006,anonymous,EN,565a3d24c51d430005875042,25,Female,Some college,,determining how fast people can guess words based on how the hints are presented,"the south, maybe Texas",100,12,60,58,30,30,49,34,51,59,52,30,0,69,66,0,54,0,0,0,38,2,3,5,5,4,5,4,3,1,5,1,1,4,4,3,3,4,5,5,5,5,1,4,1,3,1,3,4,4,5,5,5,4,2,5,1,2,2,5,5,5,5,4,5,1,4,3,4,4,1,1,3,1,1,1,2,1,3,3,3,2,1,1,1,1,4,2,4,2,4,3,4,4,4,2,2,2,3,2,3,2,2,3,4,2,2,4,3,3,3,2,4,4,2,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,1561582405,b2cee6d6a03529a59eaa8a821898791f,25,F,Non-Southern,S1,
572a31e8d7299f000f7b594a,43656.67292,43656.67917,IP Address,97.97.100.65,100,596,TRUE,43656.67917,R_3HjI9N8U14djIxB,NA,NA,NA,NA,35.39349365,-119.1204987,anonymous,EN,572a31e8d7299f000f7b594a,38,Female,Bachelor's degree,,I thought it was very engaging and quite fun.,I would suspect they were from somewhere in the south.,79,61,67,75,70,60,60,68,59,72,65,61,1,36,21,27,34,0,0,4,1,2,3,4,2,4,2,4,1,3,4,3,4,5,3,4,2,2,1,4,3,2,1,1,3,4,4,2,5,4,4,2,4,5,4,4,3,2,4,3,3,2,4,2,4,2,3,3,3,3,2,2,4,2,3,2,4,3,1,2,3,2,3,1,1,4,2,3,3,1,1,4,3,1,1,3,4,2,1,1,4,3,2,2,3,2,4,3,3,2,2,1,2,3,4,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,I thoroughly enjoyed the experiment. Thanks for allowing me to participate. ,1562789332,12cb3d7762b170dc5e79c35de4181378,38,F,Non-Southern,S1,
5730ab97dd6617000fdaa615,43634.85625,43634.86528,IP Address,24.198.218.231,100,746,TRUE,43634.86528,R_OpXylvbxeJUJnr3,NA,NA,NA,NA,42.96270752,-72.29550171,anonymous,EN,5730ab97dd6617000fdaa615,32,Male,High school diploma,,Possibly studying different accents from various locations.,Georgia,80,30,90,90,65,60,60,60,80,80,65,50,30,60,80,20,15,0,60,5,0,1,4,4,4,2,5,4,2,2,5,2,2,4,4,4,2,4,3,4,3,5,4,4,2,3,1,5,4,4,2,5,4,4,3,5,1,1,4,5,4,2,4,2,1,1,3,3,3,4,3,1,3,2,2,1,3,4,2,1,2,1,2,3,2,1,3,2,1,1,4,2,2,3,4,2,2,2,1,2,2,2,1,3,3,2,2,4,1,2,4,2,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,NA,NA,NA,NA,NA,NA,NA
57694ef5f2e23200017df3b4,43652.93542,43652.94167,IP Address,73.78.119.50,100,519,TRUE,43652.94167,R_2VJ8ENspw1alYt2,NA,NA,NA,NA,38.24409485,-104.6278,anonymous,EN,57694ef5f2e23200017df3b4,22,Male,Associate's degree,,Accents,The southern area of the united states,100,60,50,50,50,50,100,50,50,50,50,100,6,100,77,NA,53,NA,NA,NA,10,5,3,3,4,4,4,4,4,3,5,3,NA,2,3,3,4,5,4,4,5,3,3,2,2,5,3,NA,3,NA,5,NA,5,5,5,5,4,3,3,4,5,NA,5,3,5,3,4,4,4,4,2,NA,4,NA,3,2,3,4,4,2,NA,3,2,NA,NA,NA,NA,4,3,4,NA,2,3,4,NA,4,4,NA,4,NA,2,4,3,2,4,NA,NA,4,4,NA,4,4,3,4,4,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,NA,NA,NA
578f933b09fb910001337945,43653.39861,43653.40556,IP Address,47.24.213.114,100,568,TRUE,43653.40556,R_29bHiJTILcz089u,NA,NA,NA,NA,38.6053009,-89.79920197,anonymous,EN,578f933b09fb910001337945,26,Male,Associate's degree,,the way words are said and the amount of time it takes to figure the word out,"somewhere in the south, probably texas.  ",97,25,50,50,45,51,65,50,50,25,50,40,0,60,75,30,50,0,0,0,10,5,3,4,2,5,1,4,4,5,5,3,4,5,2,4,4,2,4,2,4,2,3,4,5,4,4,3,2,2,3,1,3,5,5,4,5,4,3,2,5,2,4,3,3,3,2,3,3,4,4,3,4,2,3,4,3,2,4,4,4,3,2,3,1,1,1,4,4,3,1,4,4,2,2,3,3,2,3,1,4,4,4,1,3,2,4,2,3,1,2,3,4,3,3,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,FALSE,It was a neat experiment.  I wish i could double check my recording in the middle of the test though.  I was paranoid the whole time whether my mic was still recording properly since there was no visual cue that i noticed when i was speaking.  Something similiar to how Discord does it would be nice,1562506488,062ee7a5bfae7a45b310b34bbaae5015,26,M,Non-Southern,S1,
58efc5633050380001608224,43762.49375,43762.5,IP Address,75.183.39.246,100,565,TRUE,43762.5,R_1nMGPFZbpaSG5jG,NA,NA,NA,NA,36.14300537,-80.30729675,anonymous,EN,58efc5633050380001608224,40,Female,Bachelor's degree,Black or African American,figuring out words by the clues i read or heard someone say,america,0,87,96,97,97,39,93,81,89,98,95,100,100,78,91,99,95,100,100,41,100,3,2,5,1,3,4,4,2,3,4,3,2,5,3,3,2,3,2,3,3,4,4,2,3,3,2,3,5,2,3,4,4,4,3,5,3,3,4,5,1,3,5,2,2,2,3,4,3,2,1,1,3,1,1,3,1,2,1,4,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,3,3,1,1,1,1,3,2,1,2,1,1,3,2,2,3,2,2,2,3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,this was interesting. i liked the experiment,1571932240,35d23f45fdd65230060b6e8dbb558bfa,40,F,Southern,M3,
5905510a24375600010c7f83,43633.65972,43633.66667,IP Address,67.249.186.196,100,602,TRUE,43633.66667,R_XSRUIs04iFfR0Mp,NA,NA,NA,NA,43.0473938,-74.86060333,anonymous,EN,5905510a24375600010c7f83,36,Male,Graduate/advanced degree,,pronunciation,"Southern US, perhaps GA",95,40,50,50,50,50,50,50,50,50,50,50,100,100,60,50,50,0,0,0,50,4,2,4,1,4,2,4,2,4,5,4,3,4,2,4,4,4,2,2,4,2,4,1,4,4,4,3,4,4,4,2,4,4,3,3,4,4,4,2,4,1,4,2,3,3,2,3,2,2,2,2,3,1,3,3,3,1,4,3,3,3,2,1,1,1,1,2,3,1,1,3,2,2,2,3,3,1,3,1,3,3,3,1,3,2,2,3,3,2,2,3,3,2,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,NA,NA,NA,NA,NA,NA,NA
590f8c4c67706b0001db396a,43697.87639,43697.88611,IP Address,75.33.244.43,100,844,TRUE,43697.88611,R_3L3TGWoSec1pEqJ,NA,NA,NA,NA,31.99479675,-81.23349762,anonymous,EN,590f8c4c67706b0001db396a,30,Male,Some college,Black or African American,To see whether I process clues faster by reading or hearing them.,America,29,70,50,49,76,71,79,40,40,43,22,76,100,100,100,45,49,23,21,98,78,2,3,4,5,4,4,4,4,1,4,3,1,5,4,4,3,2,4,4,4,4,2,3,1,4,3,4,3,5,4,4,4,4,1,4,3,4,3,5,4,1,4,4,3,3,3,3,3,3,3,3,3,2,1,1,2,3,2,1,3,1,2,2,2,1,4,2,4,1,3,3,3,3,2,3,2,3,3,1,3,1,1,3,3,3,2,3,1,2,4,1,3,4,2,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,1566349352,87a9d33a854a68e9a222f9742d631064,30,M,Southern,M3,
592da3fccf0d9600010e84f6,43695.88681,43695.89444,IP Address,47.7.149.131,100,626,TRUE,43695.89444,R_NW8valFhcXdzIAx,NA,NA,NA,NA,35.60960388,-88.81430054,anonymous,EN,592da3fccf0d9600010e84f6,24,Non-binary,Bachelor's degree,White,How people process information,The Southern US,92,16,76,87,87,59,77,64,75,86,94,85,100,100,100,50,82,68,87,100,100,2,3,5,3,5,3,4,3,1,5,2,2,4,5,4,2,4,4,5,5,3,2,2,4,5,3,2,4,3,1,4,4,3,2,1,2,1,3,4,5,2,4,3,3,2,2,4,4,4,2,2,4,3,4,1,4,4,4,3,4,1,1,2,1,1,3,3,1,3,2,3,4,4,3,2,3,2,3,2,3,1,1,3,4,3,1,3,2,2,4,3,3,2,4,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,1573577676,13218294dca7f3bd858d27092f40cab7,24,non-binary,Southern,S2,
592da3fccf0d9600010e84f6,43695.88681,43695.89444,IP Address,47.7.149.131,100,626,TRUE,43695.89444,R_NW8valFhcXdzIAx,NA,NA,NA,NA,35.60960388,-88.81430054,anonymous,EN,592da3fccf0d9600010e84f6,24,Non-binary,Bachelor's degree,White,How people process information,The Southern US,92,16,76,87,87,59,77,64,75,86,94,85,100,100,100,50,82,68,87,100,100,2,3,5,3,5,3,4,3,1,5,2,2,4,5,4,2,4,4,5,5,3,2,2,4,5,3,2,4,3,1,4,4,3,2,1,2,1,3,4,5,2,4,3,3,2,2,4,4,4,2,2,4,3,4,1,4,4,4,3,4,1,1,2,1,1,3,3,1,3,2,3,4,4,3,2,3,2,3,2,3,1,1,3,4,3,1,3,2,2,4,3,3,2,4,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,1566177448,c56fb19d3c93e257152870078a105af0,24,GenderFluid,Southern,S2,
592da3fccf0d9600010e84f6,43781.49583,43781.51042,IP Address,47.7.149.131,100,1229,TRUE,43781.51042,R_1eK7SopEFvQBziJ,NA,NA,NA,NA,35.60960388,-88.81430054,anonymous,EN,592da3fccf0d9600010e84f6,24,Non-binary,Bachelor's degree,White,How people process word meanings.,The Southern US,86,49,69,78,63,51,65,52,52,65,51,67,100,100,100,60,41,72,81,100,100,4,2,4,2,4,3,4,2,1,5,3,2,5,4,4,3,4,3,4,5,3,3,2,2,5,2,2,5,4,4,4,5,4,4,4,2,2,4,4,4,4,3,2,3,2,2,3,3,3,1,2,4,1,3,2,3,4,3,2,3,2,4,3,2,2,3,2,2,3,3,2,2,4,1,2,3,2,3,2,2,3,1,3,4,4,2,3,2,4,3,2,3,2,4,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,1573577676,13218294dca7f3bd858d27092f40cab7,24,non-binary,Southern,S2,
592da3fccf0d9600010e84f6,43781.49583,43781.51042,IP Address,47.7.149.131,100,1229,TRUE,43781.51042,R_1eK7SopEFvQBziJ,NA,NA,NA,NA,35.60960388,-88.81430054,anonymous,EN,592da3fccf0d9600010e84f6,24,Non-binary,Bachelor's degree,White,How people process word meanings.,The Southern US,86,49,69,78,63,51,65,52,52,65,51,67,100,100,100,60,41,72,81,100,100,4,2,4,2,4,3,4,2,1,5,3,2,5,4,4,3,4,3,4,5,3,3,2,2,5,2,2,5,4,4,4,5,4,4,4,2,2,4,4,4,4,3,2,3,2,2,3,3,3,1,2,4,1,3,2,3,4,3,2,3,2,4,3,2,2,3,2,2,3,3,2,2,4,1,2,3,2,3,2,2,3,1,3,4,4,2,3,2,4,3,2,3,2,4,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,1566177448,c56fb19d3c93e257152870078a105af0,24,GenderFluid,Southern,S2,
594425f07ccfd00001d3f462,43696.63819,43696.64375,IP Address,108.92.162.94,100,477,TRUE,43696.64375,R_1DViNtbxdJEOmeZ,NA,NA,NA,NA,33.39149475,-84.56349945,anonymous,EN,594425f07ccfd00001d3f462,23,Male,Bachelor's degree,Black or African American,Whether hearing the description of the words resulted in faster or slower responses,I am unsure,30,58,57,79,78,51,95,50,50,65,37,84,100,100,90,50,75,31,20,91,93,1,5,5,3,5,5,5,3,5,5,2,1,5,1,5,3,4,1,1,5,5,3,1,5,5,3,3,5,2,5,5,5,5,5,2,2,3,5,1,5,1,4,2,4,2,1,4,3,3,3,1,4,2,3,2,4,2,3,1,4,2,2,2,1,1,2,4,3,4,4,3,2,3,2,3,3,3,3,1,3,4,2,1,4,3,4,3,1,1,2,2,2,3,3,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,1566242350,47eaeda29583acbcf37875335bd28731,23,M,Southern,M2,
59469874,43762.5625,43762.57431,IP Address,130.91.74.215,100,987,TRUE,43762.57431,R_3lK4uQq4k7mpkOQ,NA,NA,NA,NA,39.95970154,-75.19950104,anonymous,EN,59469874,21,Female,High school diploma,White,not sure. maybe priming? speed of response?,the south ,91,49,65,65,50,50,50,50,50,67,50,50,0,61,26,7,10,0,0,0,0,2,3,4,1,4,4,1,1,2,3,2,1,4,4,3,3,3,1,4,4,4,4,2,3,4,3,2,4,2,2,3,4,4,3,3,3,2,4,3,3,2,2,2,4,2,1,3,2,1,1,1,2,1,3,2,1,2,3,3,2,1,1,1,1,1,2,2,3,3,1,3,3,2,4,3,3,1,3,1,3,3,1,1,3,3,2,2,3,1,3,3,3,3,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,,1571938248,7e036d1b2adca60e59f2496a4b598946,21,F,Non-Southern,S2,
5993020a5f49420001caf86b,43695.62917,43695.63681,IP Address,136.55.81.61,100,652,TRUE,43695.63681,R_r3jQAVORR3PRQzL,NA,NA,NA,NA,33.8742981,-84.46530151,anonymous,EN,5993020a5f49420001caf86b,50,Female,Bachelor's degree,Asian or Pacific Islander,dialect and listening skills,midwest,32,69,85,86,86,61,85,76,84,90,83,87,100,100,100,49,49,90,90,85,95,3,3,5,1,5,4,4,1,3,5,4,2,5,4,4,4,3,1,2,5,3,2,1,4,4,4,3,5,2,5,4,4,4,3,3,3,1,5,1,4,1,4,1,5,2,2,3,4,3,1,1,3,1,2,3,3,3,3,3,2,1,1,1,1,1,1,3,1,1,2,2,2,3,2,2,2,1,3,1,2,2,1,1,4,4,1,3,3,1,1,1,2,3,4,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,1566155176,0775cfe8718242992c2424b63f1cfbca,50,F,Southern,M2,
59d52d7821977e0001d63082,43633.62569,43633.63403,IP Address,96.246.162.56,100,755,TRUE,43633.63403,R_1H76d1pq2WieNJW,NA,NA,NA,NA,40.57389832,-73.84100342,anonymous,EN,59d52d7821977e0001d63082,61,Female,Associate's degree,,regional diction,the Carolinas,100,1,84,NA,79,53,66,73,76,94,75,71,72,100,62,5,51,0,NA,NA,100,5,3,4,2,4,NA,4,1,4,5,5,3,5,1,5,5,3,NA,3,4,2,3,2,4,5,5,2,5,3,5,NA,4,5,5,2,5,3,5,1,5,1,4,1,5,2,2,4,3,3,2,3,3,3,4,4,4,3,4,4,3,4,4,2,1,1,1,2,4,3,1,2,3,3,2,4,3,2,4,NA,4,4,4,1,3,3,NA,2,4,2,NA,4,3,3,4,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,no,NA,NA,NA,NA,NA,NA,NA
5a01dc47728b1b0001ad8ac1,43756.41736,43756.42292,IP Address,160.3.43.65,100,501,TRUE,43756.42292,R_2TGlElobYwFctbD,NA,NA,NA,NA,30.35980225,-89.16459656,anonymous,EN,5a01dc47728b1b0001ad8ac1,31,Female,Associate's degree,White,I think this experiment is about comparing listening to instructions or clues to reading the clues,"The speaker did not have a specific accent, but I will assume she is near Pennsylvania",12,32,91,90,92,81,92,81,79,87,79,88,100,100,100,100,99,85,100,68,100,4,2,5,3,3,4,4,2,2,4,2,5,4,4,3,2,4,2,5,5,3,4,2,2,2,2,2,4,4,5,4,4,4,1,4,2,2,4,4,3,4,4,4,4,2,2,3,3,2,2,1,3,2,2,2,2,3,2,2,3,2,2,2,1,1,3,2,2,2,3,2,3,4,3,3,3,2,2,2,3,3,2,1,3,1,3,3,2,2,4,3,2,4,2,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"The experiment went well. I completed it in Firefox as instructed, and opened the link to this survey in Chrome because this is where I am logged into Prolific. I have given this study my full attention and best answers. I did not encounter any errors. Thank you for this opportunity.",1571407277,322c01a0c8ca9e97116fbb363cd05fd7,31,F,Southern,M1,
